year,country_name,hdi_category,indicator_name,reference,values
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,33.4
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,477.1
,Colombia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,607.3
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,95.8
,Samoa,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,1.7
,Thailand,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,145.2
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,13.8
,Belize,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,16.5
,China,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,"1,972.9"
,Grenada,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,(.)
,Armenia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,2.8
,Turkey,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,101.8
,Suriname,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,147.8
,Jordan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.8
,Peru,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,687.4
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,1.4
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,108.5
,Philippines,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,71.6
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,10.6
,Fiji,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,10.0
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.1
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,110.8
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,184.8
,Georgia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,27.6
,Guyana,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,151.0
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,9.4
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,19.3
,Maldives,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,(.)
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,3.4
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.8
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,3.0
,Algeria,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,22.8
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,129.3
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.1
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,885.0
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,4.6
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,41.3
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,51.9
,Moldova,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,3.3
,Egypt,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.7
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,33.0
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,102.5
,Honduras,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,46.5
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,8.7
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,587.4
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,39.4
,Gabon,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,217.8
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,4.4
,South Africa,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,92.0
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,4.1
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.3
,Botswana,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,119.4
,Namibia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,76.6
,Morocco,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,43.6
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,16.3
,India,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,677.0
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,21.7
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,161.4
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,104.5
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,322.2
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,32.0
,Comoros,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.1
,Ghana,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,55.2
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,19.0
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,2.7
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.1
,Congo,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,224.7
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,8.7
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,5.4
,Nepal,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,36.4
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,128.4
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,212.5
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,294.4
,Haiti,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,1.1
,Sudan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,675.5
,Kenya,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,35.2
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.1
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,8.0
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,175.4
,Togo,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,3.9
,Yemen,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,5.5
,Uganda,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,36.3
,Gambia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,4.7
,Senegal,LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,86.7
,Eritrea,LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,15.5
,Nigeria,LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,110.9
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,352.6
,Guinea,LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,67.2
,Rwanda,LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,4.8
,Angola,LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,591.0
,Benin,LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,23.5
,Malawi,LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,34.0
,Zambia,,Forest area Total (thousand sq km) 2005,,424.5
,Côte d'Ivoire,,Forest area Total (thousand sq km) 2005,,104.1
,Burundi,,Forest area Total (thousand sq km) 2005,,1.5
,Congo (Democratic Republic of the),,Forest area Total (thousand sq km) 2005,,"1,336.1"
,Ethiopia,,Forest area Total (thousand sq km) 2005,,130.0
,Chad,,Forest area Total (thousand sq km) 2005,,119.2
,Central African Republic,,Forest area Total (thousand sq km) 2005,,227.6
,Mozambique,,Forest area Total (thousand sq km) 2005,,192.6
,Mali,,Forest area Total (thousand sq km) 2005,,125.7
,Niger,,Forest area Total (thousand sq km) 2005,,12.7
,Guinea-Bissau,,Forest area Total (thousand sq km) 2005,,20.7
,Burkina Faso,,Forest area Total (thousand sq km) 2005,,67.9
,Sierra Leone,,Forest area Total (thousand sq km) 2005,,27.5
,Iceland,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.2
,Norway,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,2.6
,Australia,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-42.3
,Canada,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Ireland,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,2.3
,Sweden,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,1.6
,Switzerland,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.7
,Japan,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-0.8
,Netherlands,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.2
,France,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,10.2
,Finland,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,3.1
,United States,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,44.4
,Spain,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,44.4
,Denmark,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.6
,Austria,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.9
,United Kingdom,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,2.3
,Belgium,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-0.1
,Luxembourg,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,(.)
,New Zealand,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,5.9
,Italy,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,16.0
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Germany,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,3.4
,Israel,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.2
,Greece,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,4.5
,Singapore,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-1.1
,Slovenia,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.8
,Cyprus,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.1
,Portugal,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,6.8
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-0.4
,Barbados,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.2
,Kuwait,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,(.)
,Malta,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Qatar,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Hungary,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,1.8
,Poland,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,3.1
,Argentina,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-22.4
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.7
,Chile,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,8.6
,Bahrain,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Slovakia,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.1
,Lithuania,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,1.5
,Estonia,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,1.2
,Latvia,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,1.7
,Uruguay,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,6.0
,Croatia,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.2
,Costa Rica,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-1.7
,Bahamas,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Cuba,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,6.6
,Mexico,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-47.8
,Bulgaria,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,3.0
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Tonga,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Oman,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-0.1
,Romania,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,(.)
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Panama,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-0.8
,Malaysia,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-14.9
,Belarus,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,5.2
,Mauritius,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,(.)
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-0.3
,Russian Federation,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-1.6
,Albania,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.1
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Brazil,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-423.3
,Dominica,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,(.)
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-0.9
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-43.1
,Colombia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-7.1
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,3.0
,Samoa,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.4
,Thailand,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-14.5
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Belize,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,China,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,401.5
,Grenada,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Armenia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-0.6
,Turkey,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,5.0
,Suriname,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Jordan,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Peru,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-14.1
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.2
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-29.6
,Philippines,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-34.1
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,4.1
,Fiji,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.2
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,(.)
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-26.8
,Georgia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Guyana,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,..
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-4.2
,Maldives,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-0.1
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.3
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-0.8
,Algeria,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,4.9
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,35.7
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-280.7
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.9
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-13.5
,Moldova,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.1
,Egypt,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.2
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,2.5
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-12.4
,Honduras,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-27.4
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.3
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-40.6
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-8.1
,Gabon,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-1.5
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,South Africa,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,(.)
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.0
,Botswana,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-17.8
,Namibia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-11.0
,Morocco,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,0.8
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-2.3
,India,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,37.6
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-6.0
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-11.7
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-25.0
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-70.0
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,1.6
,Comoros,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-0.1
,Ghana,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-19.3
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-6.3
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,,-1.5
